Genus	Sample	SubPathway	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples
7	NoAbx31	00561 Glycerolipid metabolism	7.22222222222222	21.8	157.444444444444	4.46398916656083e-06	1.46591214804771e-07
7	NoAbx32	00561 Glycerolipid metabolism	8.16666666666667	37.4	305.433333333333	8.76168730177839e-06	2.84378680576454e-07
7	NoAbx34	00561 Glycerolipid metabolism	8.02941176470588	42.966666666669	344.997058823548	8.47439244848035e-06	3.21215131695945e-07
7	NoAbx35	00561 Glycerolipid metabolism	7.89655172413793	49.166666666669	388.2471264368	9.85324068672392e-06	3.61483811700416e-07
7	NoAbx36	00561 Glycerolipid metabolism	8.02439024390244	53.6	430.107317073171	1.30185692382505e-05	4.00458424104159e-07
7	NoAbx6wkrec37	00561 Glycerolipid metabolism	8.03703703703704	29.4	236.288888888889	6.35692359768309e-06	2.20000619198184e-07
7	NoAbx6wkrec38	00561 Glycerolipid metabolism	7.725	44.73333333331	345.56499999982	1.02462838724566e-05	3.21743922579999e-07
7	NoAbx6wkrec39	00561 Glycerolipid metabolism	7.9375	53.583333333331	425.317708333315	1.08597533321011e-05	3.95998980863132e-07
7	NoAbx6wkrec40	00561 Glycerolipid metabolism	7.43103448275862	52.983333333359	393.720977011685	1.27654795163903e-05	3.66580329448397e-07
7	NoAbx6wkrec42	00561 Glycerolipid metabolism	7.53333333333333	62.71666666669	472.465555555731	1.34435914584764e-05	4.39896752068407e-07
7	NoAbx6wkrec44	00561 Glycerolipid metabolism	7.5	60.4	453	1.36123497903723e-05	4.21773029470044e-07
Lactobacillus	Cef2dayrec21	00561 Glycerolipid metabolism	11	636.0000000003	6996.0000000033	0.00049893759431301	6.51373976638812e-06
Lactobacillus	Cef2dayrec22	00561 Glycerolipid metabolism	11	638.999999999703	7028.99999999673	0.000502303492785095	6.5444649539593e-06
Lactobacillus	Cef2dayrec23	00561 Glycerolipid metabolism	11	629.999999999703	6929.99999999673	0.000441955191058251	6.45228939122743e-06
Lactobacillus	Cef2dayrec25	00561 Glycerolipid metabolism	11	490.5	5395.5	0.000292960309549394	5.02356816888658e-06
Lactobacillus	Cef2dayrec26	00561 Glycerolipid metabolism	11	424.499999999697	4669.49999999667	0.000229847097247736	4.34761404218315e-06
Lactobacillus	Cef2dayrec28	00561 Glycerolipid metabolism	11	637.499999999997	7012.49999999997	0.000486323499583222	6.52910236017366e-06
Lactobacillus	Cef6wkrec13	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.0837217078575e-07	1.53625937886747e-08
Lactobacillus	Cef6wkrec14	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	2.81728207265467e-07	1.53625937886747e-08
Lactobacillus	Cef6wkrec15	00561 Glycerolipid metabolism	11	3.000000000006	33.000000000066	5.95991931801315e-07	3.07251875773494e-08
Lactobacillus	Cef6wkrec16	00561 Glycerolipid metabolism	11	4.5	49.5	8.79752882453667e-07	4.6087781365932e-08
Lactobacillus	Cef6wkrec17	00561 Glycerolipid metabolism	11	4.5	49.5	8.52112945831131e-07	4.6087781365932e-08
Lactobacillus	Cef6wkrec18	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	3.08458263208002e-07	1.53625937886747e-08
Lactobacillus	Cef6wkrec19	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	2.86291845370922e-07	1.53625937886747e-08
Lactobacillus	Cef6wkrec20	00561 Glycerolipid metabolism	11	2.999999999997	32.999999999967	5.35920587835259e-07	3.07251875772573e-08
Lactobacillus	NoAbx31	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.67821024160628e-07	1.53625937886747e-08
Lactobacillus	NoAbx32	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.73320442473969e-07	1.53625937886747e-08
Lactobacillus	NoAbx35	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.18749966866103e-07	1.53625937886747e-08
Lactobacillus	NoAbx6wkrec43	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.717643565324e-07	1.53625937886747e-08
Lactobacillus	NoAbx6wkrec44	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	4.95814065213229e-07	1.53625937886747e-08
5	Cef6wkrec14	00561 Glycerolipid metabolism	8.83815028901734	484.166666666694	4279.1377649328	7.30638673426705e-05	3.98416092413992e-06
5	Cef6wkrec15	00561 Glycerolipid metabolism	8.78125	452.499999999956	3973.51562499961	7.17631288903482e-05	3.69960645210296e-06
5	Cef6wkrec16	00561 Glycerolipid metabolism	8.90540540540541	475.666666666676	4236.00450450459	7.52855994530228e-05	3.94400099936789e-06
5	Cef6wkrec18	00561 Glycerolipid metabolism	8.878612716763	404.833333333301	3594.3583815026	6.71945178001939e-05	3.34658592398984e-06
5	Cef6wkrec20	00561 Glycerolipid metabolism	8.87790697674419	565.333333333189	5018.97674418476	8.15082717296268e-05	4.67300005791282e-06
5	NoAbx6wkrec37	00561 Glycerolipid metabolism	8.6583850931677	185.999999999978	1610.459627329	4.33264926515343e-05	1.49944467076766e-06
5	NoAbx6wkrec39	00561 Glycerolipid metabolism	8.80898876404494	246.416666666665	2170.68164794006	5.54246079983907e-05	2.02104850919803e-06
5	NoAbx29	00561 Glycerolipid metabolism	8.68589743589744	153.000000000002	1328.94230769232	4.33134304642613e-05	1.23733338434063e-06
5	NoAbx34	00561 Glycerolipid metabolism	8.76536312849162	294.16666666664	2578.47765363105	6.33368633083977e-05	2.40073362338362e-06
5	NoAbx36	00561 Glycerolipid metabolism	8.51748251748252	170.833333333299	1455.06993006964	4.40423305513896e-05	1.35476656180185e-06
5	NoAbx6wkrec43	00561 Glycerolipid metabolism	8.59259259259259	188.083333333323	1616.12345679003	4.62078450101784e-05	1.50471807145239e-06
5	NoAbx6wkrec44	00561 Glycerolipid metabolism	8.39855072463768	139.16666666663	1168.79830917844	3.51216146113303e-05	1.08822870574317e-06
5	Cef6wkrec13	00561 Glycerolipid metabolism	8.74074074074074	259.333333333325	2266.76543209869	5.61020557676601e-05	2.11050888166499e-06
5	Cef6wkrec17	00561 Glycerolipid metabolism	8.83720930232558	475.500000000004	4202.09302325585	7.23365225192522e-05	3.91242716232573e-06
5	Cef6wkrec19	00561 Glycerolipid metabolism	8.76666666666667	518.999999999931	4549.8999999994	7.89454101363867e-05	4.23625851387527e-06
5	NoAbx6wkrec41	00561 Glycerolipid metabolism	8.73202614379085	221.999999999876	1938.50980392049	5.18682308190998e-05	1.80488113169299e-06
6	Cef6wkrec13	00561 Glycerolipid metabolism	12.4152542372881	106.5	1322.22457627119	3.27248315440638e-05	1.23107873106765e-06
6	Cef6wkrec17	00561 Glycerolipid metabolism	11.8493150684932	84.083333333336	996.329908675831	1.71512245151803e-05	9.27649191906882e-07
6	Cef6wkrec18	00561 Glycerolipid metabolism	11.7325581395349	167.16666666664	1961.2926356586	3.66652678810113e-05	1.82609345832012e-06
6	NoAbx29	00561 Glycerolipid metabolism	12.1489361702128	78.166666666664	949.641843971599	3.09511148352571e-05	8.84179508705122e-07
6	NoAbx31	00561 Glycerolipid metabolism	12.4845360824742	102.500000000018	1279.66494845383	3.62820707131474e-05	1.19145289628256e-06
6	NoAbx32	00561 Glycerolipid metabolism	12.36	88.916666666669	1099.01000000003	3.15262969383206e-05	1.02325116361564e-06
6	NoAbx33	00561 Glycerolipid metabolism	12.8317757009346	109.416666666672	1404.01012461066	3.49680592845844e-05	1.30722649815376e-06
6	NoAbx34	00561 Glycerolipid metabolism	12.3207547169811	91.499999999995	1127.34905660371	2.7691825445301e-05	1.04963670391599e-06
6	NoAbx36	00561 Glycerolipid metabolism	12.8026315789474	47.916666666664	613.459429824527	1.85683055019258e-05	5.71171395527719e-07
6	NoAbx6wkrec40	00561 Glycerolipid metabolism	12.421568627451	93.249999999976	1158.31127450951	3.75555271669364e-05	1.07846458127855e-06
6	Cef6wkrec19	00561 Glycerolipid metabolism	10.9787234042553	97	1064.93617021277	1.84777297801119e-05	9.91526169321997e-07
6	Cef6wkrec20	00561 Glycerolipid metabolism	11.2727272727273	96.25	1085	1.76204193273284e-05	1.01020692488962e-06
6	NoAbx6wkrec42	00561 Glycerolipid metabolism	11.7558139534884	95.5	1122.68023255814	3.19448776901126e-05	1.04528971923219e-06
Ruminococcus	Cef6wkrec13	00561 Glycerolipid metabolism	9.2	66	607.2	1.50280958848856e-05	5.65343451422099e-07
Ruminococcus	Cef6wkrec17	00561 Glycerolipid metabolism	9	123	1107	1.90563440613144e-05	1.03069038327448e-06
Ruminococcus	Cef6wkrec19	00561 Glycerolipid metabolism	10	108	1080	1.87391026060593e-05	1.00555159343852e-06
Ruminococcus	Cef6wkrec20	00561 Glycerolipid metabolism	9.5	78	741	1.20338531995856e-05	6.89920121053648e-07
Ruminococcus	NoAbx29	00561 Glycerolipid metabolism	9.2	24	220.8	7.19640378002251e-06	2.05579436880763e-07
Ruminococcus	NoAbx32	00561 Glycerolipid metabolism	9.2	150	1380	3.95868006431982e-05	1.28487148050477e-06
Ruminococcus	NoAbx6wkrec37	00561 Glycerolipid metabolism	9.5	159	1510.5	4.06372603445419e-05	1.40637563137859e-06
Ruminococcus	NoAbx6wkrec40	00561 Glycerolipid metabolism	9.5	129	1225.5	3.97339640525987e-05	1.14102173866565e-06
Ruminococcus	NoAbx6wkrec41	00561 Glycerolipid metabolism	9.2	117	1076.4	2.88009704881375e-05	1.00219975479372e-06
Ruminococcus	NoAbx6wkrec42	00561 Glycerolipid metabolism	9.2	123	1131.6	3.21986818203459e-05	1.05359461401391e-06
Ruminococcus	NoAbx6wkrec43	00561 Glycerolipid metabolism	8.85714285714286	39	345.428571428571	9.87641743803517e-06	3.21616898536287e-07
Ruminococcus	NoAbx6wkrec44	00561 Glycerolipid metabolism	9.5	114	1083	3.25434322802941e-05	1.00834479230918e-06
5	Cef2dayrec28	00561 Glycerolipid metabolism	9	3.999999999996	35.999999999964	2.49663400855309e-06	3.3518386447917e-08
5	NoAbx31	00561 Glycerolipid metabolism	8.81818181818182	175.66666666671	1549.06060606099	4.39201890432052e-05	1.44227811181246e-06
5	NoAbx32	00561 Glycerolipid metabolism	8.85906040268456	162.499999999968	1439.59731543596	4.12964144439469e-05	1.34036053189485e-06
5	NoAbx33	00561 Glycerolipid metabolism	8.76666666666667	201.833333333243	1769.40555555476	4.40685414446492e-05	1.64743386650653e-06
5	NoAbx35	00561 Glycerolipid metabolism	8.66666666666667	161.666666666631	1401.1111111108	3.55584988698305e-05	1.30452732440914e-06
5	NoAbx6wkrec38	00561 Glycerolipid metabolism	8.8695652173913	187.666666666676	1664.52173913052	4.9354426087756e-05	1.5497800806442e-06
5	NoAbx6wkrec40	00561 Glycerolipid metabolism	8.54744525547445	103.58333333332	885.372871046115	2.87061393972195e-05	8.24340834507087e-07
5	NoAbx6wkrec42	00561 Glycerolipid metabolism	8.52671755725191	192.833333333279	1644.23536895628	4.6785269956506e-05	1.53089212522403e-06
4	NoAbx6wkrec37	00561 Glycerolipid metabolism	5	102.666666666664	513.33333333332	1.38103014301209e-05	4.77947362313356e-07
4	NoAbx6wkrec38	00561 Glycerolipid metabolism	5	165.333333333148	826.66666666574	2.45113403688426e-05	7.69681466581705e-07
4	NoAbx6wkrec42	00561 Glycerolipid metabolism	5	165.333333333332	826.66666666666	2.3522072261829e-05	7.69681466582561e-07
6	Cef6wkrec14	00561 Glycerolipid metabolism	12.4814814814815	122	1522.74074074074	2.59999405465527e-05	1.41777257244963e-06
6	Cef6wkrec15	00561 Glycerolipid metabolism	11.9666666666667	169.25	2025.35833333333	3.65787038082064e-05	1.88574286978455e-06
6	Cef6wkrec16	00561 Glycerolipid metabolism	11.8658536585366	113.91666666669	1351.71849593524	2.40238028902012e-05	1.25853952543332e-06
6	NoAbx35	00561 Glycerolipid metabolism	12.2068965517241	210.66666666664	2571.58620689623	6.52637356926648e-05	2.39431722963797e-06
6	NoAbx6wkrec37	00561 Glycerolipid metabolism	12.2747252747253	144.5	1773.6978021978	4.77181194044713e-05	1.65143023266518e-06
6	NoAbx6wkrec38	00561 Glycerolipid metabolism	12.1707317073171	73	888.463414634146	2.63436643081283e-05	8.27218335460361e-07
6	NoAbx6wkrec41	00561 Glycerolipid metabolism	12.4470588235294	81.083333333333	1009.24901960784	2.70042281948226e-05	9.39677740595298e-07
6	NoAbx6wkrec43	00561 Glycerolipid metabolism	12.3333333333333	48	592	1.6926333276765e-05	5.51191243810742e-07
6	NoAbx6wkrec44	00561 Glycerolipid metabolism	12.2444444444444	119	1457.08888888889	4.3784555477308e-05	1.35664634629979e-06
4	NoAbx6wkrec39	00561 Glycerolipid metabolism	5	123.99999999998	619.9999999999	1.58306295129029e-05	5.77261099936833e-07
4	NoAbx6wkrec44	00561 Glycerolipid metabolism	5	166.666666666652	833.33333333326	2.50411144046563e-05	7.75888575183971e-07
5	Cef2dayrec21	00561 Glycerolipid metabolism	9	2.333333333331	20.999999999979	1.49766859356172e-06	1.95523920946183e-08
Oscillospira	Cef6wkrec13	00561 Glycerolipid metabolism	7.5	42.5	318.75	7.88900784470895e-06	2.96777380007895e-07
Oscillospira	Cef6wkrec14	00561 Glycerolipid metabolism	7.28571428571429	48.75	355.178571428571	6.06447407196853e-06	3.3069479486594e-07
Oscillospira	Cef6wkrec15	00561 Glycerolipid metabolism	8	45	360	6.50173016509225e-06	3.35183864479505e-07
Oscillospira	Cef6wkrec16	00561 Glycerolipid metabolism	8	45	360	6.39820278148122e-06	3.35183864479505e-07
Oscillospira	Cef6wkrec19	00561 Glycerolipid metabolism	7.23076923076923	42	303.692307692308	5.26937158751581e-06	2.82757670291685e-07
Oscillospira	Cef6wkrec20	00561 Glycerolipid metabolism	7.6551724137931	35.25	269.844827586207	4.38228480680148e-06	2.51243422555974e-07
Oscillospira	NoAbx35	00561 Glycerolipid metabolism	8	27	216	5.48181774805439e-06	2.01110318687703e-07
Oscillospira	NoAbx36	00561 Glycerolipid metabolism	7.6551724137931	119.75	916.706896551724	2.77470569093111e-05	8.5351488939228e-07
Oscillospira	NoAbx6wkrec38	00561 Glycerolipid metabolism	7.5	45.75	343.125	1.01739358839539e-05	3.19472120832028e-07
Oscillospira	NoAbx6wkrec39	00561 Glycerolipid metabolism	8	40.5	324	8.27278058416352e-06	3.01665478031555e-07
Oscillospira	NoAbx6wkrec40	00561 Glycerolipid metabolism	7.78723404255319	47.75	371.840425531915	1.20560539383012e-05	3.46208085554141e-07
Oscillospira	NoAbx6wkrec41	00561 Glycerolipid metabolism	7.75609756097561	40.25	312.182926829268	8.35300191611867e-06	2.90662999553213e-07
Ruminococcus	Cef6wkrec14	00561 Glycerolipid metabolism	8.85714285714286	54	478.285714285714	8.16645920279563e-06	4.45315705665628e-07
Ruminococcus	Cef6wkrec15	00561 Glycerolipid metabolism	8	48	384	6.93517884276507e-06	3.57529455444806e-07
Ruminococcus	Cef6wkrec16	00561 Glycerolipid metabolism	8	36	288	5.11856222518497e-06	2.68147091583604e-07
Ruminococcus	NoAbx31	00561 Glycerolipid metabolism	8.85714285714286	93	823.714285714286	2.33545976216865e-05	7.66932604201916e-07
Ruminococcus	NoAbx34	00561 Glycerolipid metabolism	8.66666666666667	102	884	2.17142805506877e-05	8.23062600555229e-07
Ruminococcus	NoAbx36	00561 Glycerolipid metabolism	8	48	384	1.16229842856585e-05	3.57529455444806e-07
Ruminococcus	NoAbx6wkrec39	00561 Glycerolipid metabolism	9.2	96	883.2	2.2550987073868e-05	8.22317747523053e-07
Ruminococcus	Cef6wkrec18	00561 Glycerolipid metabolism	8.85714285714286	90	797.142857142857	1.49021394692399e-05	7.42192842776047e-07
Ruminococcus	NoAbx33	00561 Glycerolipid metabolism	10	126	1260	3.13813653664316e-05	1.17314352567827e-06
Ruminococcus	NoAbx35	00561 Glycerolipid metabolism	9.2	63	579.6	1.47095442906126e-05	5.39646021812003e-07
Ruminococcus	NoAbx6wkrec38	00561 Glycerolipid metabolism	10	63	630	1.8680013426276e-05	5.86571762839134e-07
Oscillospira	Cef6wkrec17	00561 Glycerolipid metabolism	7.75609756097561	67.25	521.59756097561	8.97899059032848e-06	4.85641906085803e-07
Oscillospira	Cef6wkrec18	00561 Glycerolipid metabolism	7.5	57.5	431.25	8.06197733382937e-06	4.01522337657741e-07
Oscillospira	NoAbx29	00561 Glycerolipid metabolism	8	16.5	132	4.30219791196998e-06	1.22900750309152e-07
Oscillospira	NoAbx31	00561 Glycerolipid metabolism	7.56521739130435	37	279.913043478261	7.93631555610039e-06	2.60617598975731e-07
Oscillospira	NoAbx32	00561 Glycerolipid metabolism	8	21	168	4.81926268699805e-06	1.56419136757102e-07
Oscillospira	NoAbx33	00561 Glycerolipid metabolism	7.41176470588235	42.25	313.147058823529	7.79919227489256e-06	2.91560670352393e-07
Oscillospira	NoAbx34	00561 Glycerolipid metabolism	7.71428571428571	19.25	148.5	3.64770436852616e-06	1.38263344097796e-07
Oscillospira	NoAbx6wkrec37	00561 Glycerolipid metabolism	7.75609756097561	35.5	275.341463414634	7.40756221941585e-06	2.56361154885443e-07
Oscillospira	NoAbx6wkrec42	00561 Glycerolipid metabolism	8	28.5	228	6.48753928511741e-06	2.12283114170353e-07
Oscillospira	NoAbx6wkrec44	00561 Glycerolipid metabolism	7.56521739130435	37	279.913043478261	8.41120145411432e-06	2.60617598975731e-07
Oscillospira	Cef2dayrec28	00561 Glycerolipid metabolism	8	1.5	12	8.32211336185197e-07	1.11727954826502e-08
Oscillospira	NoAbx6wkrec43	00561 Glycerolipid metabolism	7.5	112	840	2.40170945143287e-05	7.82095683785512e-07
7	NoAbx6wkrec41	00561 Glycerolipid metabolism	7.35294117647059	28.216666666669	207.475490196096	5.55137074521517e-06	1.93173434968631e-07
6	NoAbx6wkrec39	00561 Glycerolipid metabolism	12.6716417910448	93.583333333336	1185.85447761197	3.02787465988633e-05	1.10410912921196e-06
7	Cef6wkrec14	00561 Glycerolipid metabolism	7.92	47.25	374.22	6.389595740768e-06	3.48423627126446e-07
7	Cef6wkrec18	00561 Glycerolipid metabolism	8.75	42.83333333331	374.791666666463	7.00652039785079e-06	3.48955886688832e-07
7	NoAbx33	00561 Glycerolipid metabolism	7.63157894736842	25.583333333331	195.241228070158	4.86264786719081e-06	1.81782525917444e-07
7	NoAbx6wkrec43	00561 Glycerolipid metabolism	6.73684210526316	25.666666666662	172.912280701723	4.94386974797787e-06	1.60992795726579e-07
3	Cef6wkrec13	00561 Glycerolipid metabolism	5	22.66666666668	113.3333333334	2.80498056700928e-06	1.05520846225091e-07
3	NoAbx29	00561 Glycerolipid metabolism	5	8	40	1.3036963369606e-06	3.72426516088339e-08
3	NoAbx31	00561 Glycerolipid metabolism	5	24	120	3.4023347211614e-06	1.11727954826502e-07
3	NoAbx32	00561 Glycerolipid metabolism	5	17.33333333332	86.6666666666	2.48612757662406e-06	8.06924118190781e-08
3	NoAbx33	00561 Glycerolipid metabolism	5	30.66666666668	153.3333333334	3.81889631443514e-06	1.42763497833925e-07
3	NoAbx34	00561 Glycerolipid metabolism	5	33.33333333332	166.6666666666	4.09394429688518e-06	1.55177715036746e-07
3	NoAbx35	00561 Glycerolipid metabolism	5	24	120	3.04545430447466e-06	1.11727954826502e-07
3	NoAbx36	00561 Glycerolipid metabolism	5	26.66666666668	133.3333333334	4.03575843252233e-06	1.24142172029508e-07
3	NoAbx6wkrec37	00561 Glycerolipid metabolism	5	58.6666666668	293.333333334	7.89160081723009e-06	2.73112778465403e-07
3	NoAbx6wkrec38	00561 Glycerolipid metabolism	5	41.3333333332	206.666666666	6.12783509219775e-06	1.92420366645021e-07
3	NoAbx6wkrec39	00561 Glycerolipid metabolism	5	45.3333333332	226.666666666	5.78754197244305e-06	2.11041692449438e-07
3	NoAbx6wkrec40	00561 Glycerolipid metabolism	5	18.66666666668	93.3333333334	3.02611449333214e-06	8.68995204206745e-08
3	NoAbx6wkrec41	00561 Glycerolipid metabolism	5	62.6666666668	313.333333334	8.38378306048149e-06	2.9173410426982e-07
3	NoAbx6wkrec42	00561 Glycerolipid metabolism	5	17.33333333332	86.6666666666	2.46602370486729e-06	8.06924118190781e-08
3	NoAbx6wkrec43	00561 Glycerolipid metabolism	5	22.66666666668	113.3333333334	3.24040164082403e-06	1.05520846225091e-07
3	NoAbx6wkrec44	00561 Glycerolipid metabolism	5	30.66666666668	153.3333333334	4.60756505045916e-06	1.42763497833925e-07
Turicibacter	Cef6wkrec13	00561 Glycerolipid metabolism	8	7	56	1.38599039781553e-06	5.21397122523675e-08
Turicibacter	Cef6wkrec14	00561 Glycerolipid metabolism	8	14	112	1.91233692204055e-06	1.04279424504735e-07
Turicibacter	Cef6wkrec15	00561 Glycerolipid metabolism	8	3.5	28	5.05690123951619e-07	2.60698561261837e-08
Turicibacter	Cef6wkrec16	00561 Glycerolipid metabolism	8	12.25	98	1.74173297940322e-06	9.12444964416431e-08
Turicibacter	Cef6wkrec17	00561 Glycerolipid metabolism	8	5.25	42	7.23004923735505e-07	3.91047841892756e-08
Turicibacter	Cef6wkrec18	00561 Glycerolipid metabolism	8	14	112	2.09377730177134e-06	1.04279424504735e-07
Turicibacter	Cef6wkrec19	00561 Glycerolipid metabolism	8	8.75	70	1.21457146520754e-06	6.51746403154593e-08
Turicibacter	Cef6wkrec20	00561 Glycerolipid metabolism	8	14	112	1.81888199507906e-06	1.04279424504735e-07
Turicibacter	NoAbx29	00561 Glycerolipid metabolism	8	1.75	14	4.5629371793621e-07	1.30349280630919e-08
Turicibacter	NoAbx32	00561 Glycerolipid metabolism	8	5.25	42	1.20481567174951e-06	3.91047841892756e-08
Turicibacter	NoAbx33	00561 Glycerolipid metabolism	8	1.75	14	3.48681837404796e-07	1.30349280630919e-08
Turicibacter	NoAbx6wkrec37	00561 Glycerolipid metabolism	8	8.75	70	1.88322292228926e-06	6.51746403154593e-08
Turicibacter	NoAbx6wkrec38	00561 Glycerolipid metabolism	8	5.25	42	1.2453342284184e-06	3.91047841892756e-08
Turicibacter	NoAbx6wkrec39	00561 Glycerolipid metabolism	8	1.75	14	3.57465827710769e-07	1.30349280630919e-08
Turicibacter	NoAbx6wkrec40	00561 Glycerolipid metabolism	8	1.75	14	4.53917173999496e-07	1.30349280630919e-08
Turicibacter	NoAbx6wkrec44	00561 Glycerolipid metabolism	8	1.75	14	4.20690721998262e-07	1.30349280630919e-08
Bacteroides	Cef6wkrec13	00561 Glycerolipid metabolism	4	2.8	11.2	2.77198079563106e-07	1.04279424504735e-08
Bacteroides	NoAbx29	00561 Glycerolipid metabolism	4	7.2	28.8	9.38661362611632e-07	2.68147091583604e-08
Bacteroides	NoAbx31	00561 Glycerolipid metabolism	4	8	32	9.07289258976373e-07	2.97941212870671e-08
Bacteroides	NoAbx32	00561 Glycerolipid metabolism	4	7.2	28.8	8.26159317771094e-07	2.68147091583604e-08
Bacteroides	NoAbx33	00561 Glycerolipid metabolism	4	5.2	20.8	5.18041587001411e-07	1.93661788365936e-08
Bacteroides	NoAbx34	00561 Glycerolipid metabolism	4	1.6	6.4	1.57207461000454e-07	5.95882425741343e-09
Bacteroides	NoAbx35	00561 Glycerolipid metabolism	4	9.6	38.4	9.74545377431891e-07	3.57529455444806e-08
Bacteroides	NoAbx36	00561 Glycerolipid metabolism	4	9.6	38.4	1.16229842856585e-06	3.57529455444806e-08
Bacteroides	NoAbx6wkrec37	00561 Glycerolipid metabolism	4	11.2	44.8	1.20526267026513e-06	4.1711769801894e-08
Bacteroides	NoAbx6wkrec38	00561 Glycerolipid metabolism	4	9.2	36.8	1.09114999061422e-06	3.42632394801272e-08
Bacteroides	NoAbx6wkrec39	00561 Glycerolipid metabolism	4	6.4	25.6	6.5365179924255e-07	2.38352970296537e-08
Bacteroides	NoAbx6wkrec40	00561 Glycerolipid metabolism	4	10.4	41.6	1.34878245988422e-06	3.87323576731873e-08
Bacteroides	NoAbx6wkrec41	00561 Glycerolipid metabolism	4	9.6	38.4	1.02745937081427e-06	3.57529455444806e-08
Bacteroides	NoAbx6wkrec42	00561 Glycerolipid metabolism	4	12.4	49.6	1.41132433570975e-06	4.61808879949541e-08
Bacteroides	NoAbx6wkrec43	00561 Glycerolipid metabolism	4	4.8	19.2	5.48962160327513e-07	1.78764727722403e-08
Bacteroides	NoAbx6wkrec44	00561 Glycerolipid metabolism	4	4.8	19.2	5.76947275883331e-07	1.78764727722403e-08
rc4-4	Cef6wkrec13	00561 Glycerolipid metabolism	8	7	56	1.38599039781553e-06	5.21397122523675e-08
rc4-4	NoAbx29	00561 Glycerolipid metabolism	8	3.5	28	9.1258743587242e-07	2.60698561261837e-08
rc4-4	NoAbx31	00561 Glycerolipid metabolism	8	2.333333333331	18.666666666648	5.29252067735688e-07	1.73799040841051e-08
rc4-4	NoAbx32	00561 Glycerolipid metabolism	8	4.666666666669	37.333333333352	1.07094726377788e-06	3.47598081682624e-08
rc4-4	NoAbx33	00561 Glycerolipid metabolism	8	7	56	1.39472734961918e-06	5.21397122523675e-08
rc4-4	NoAbx34	00561 Glycerolipid metabolism	8	5.833333333331	46.666666666648	1.14630440312785e-06	4.34497602102889e-08
rc4-4	NoAbx36	00561 Glycerolipid metabolism	8	3.5	28	8.47509270829266e-07	2.60698561261837e-08
rc4-4	NoAbx6wkrec37	00561 Glycerolipid metabolism	8	4.666666666669	37.333333333352	1.00438555855478e-06	3.47598081682624e-08
rc4-4	NoAbx6wkrec38	00561 Glycerolipid metabolism	8	5.833333333331	46.666666666648	1.38370469824211e-06	4.34497602102889e-08
rc4-4	NoAbx6wkrec39	00561 Glycerolipid metabolism	8	7	56	1.42986331084308e-06	5.21397122523675e-08
rc4-4	NoAbx6wkrec40	00561 Glycerolipid metabolism	8	7	56	1.81566869599798e-06	5.21397122523675e-08
rc4-4	NoAbx6wkrec41	00561 Glycerolipid metabolism	8	3.5	28	7.49189124552071e-07	2.60698561261837e-08
rc4-4	NoAbx6wkrec42	00561 Glycerolipid metabolism	8	5.833333333331	46.666666666648	1.32785891800596e-06	4.34497602102889e-08
rc4-4	NoAbx6wkrec44	00561 Glycerolipid metabolism	8	5.833333333331	46.666666666648	1.40230240666031e-06	4.34497602102889e-08
Lactobacillus	NoAbx29	00561 Glycerolipid metabolism	11	1.500000000003	16.500000000033	5.37774738997323e-07	1.53625937886747e-08
[Ruminococcus]	Cef6wkrec13	00561 Glycerolipid metabolism	10	24	240	5.93995884778085e-06	2.23455909653003e-07
[Ruminococcus]	Cef6wkrec14	00561 Glycerolipid metabolism	10	60	600	1.02446620823601e-05	5.58639774132509e-07
[Ruminococcus]	Cef6wkrec15	00561 Glycerolipid metabolism	10	6	60	1.08362169418204e-06	5.58639774132509e-08
[Ruminococcus]	Cef6wkrec16	00561 Glycerolipid metabolism	10	36	360	6.39820278148122e-06	3.35183864479505e-07
[Ruminococcus]	Cef6wkrec17	00561 Glycerolipid metabolism	10	30	300	5.16432088382504e-06	2.79319887066254e-07
[Ruminococcus]	Cef6wkrec18	00561 Glycerolipid metabolism	10	30	300	5.60833205831608e-06	2.79319887066254e-07
[Ruminococcus]	Cef6wkrec19	00561 Glycerolipid metabolism	10	24	240	4.16424502356872e-06	2.23455909653003e-07
[Ruminococcus]	Cef6wkrec20	00561 Glycerolipid metabolism	10	12	120	1.94880213758471e-06	1.11727954826502e-07
[Ruminococcus]	NoAbx29	00561 Glycerolipid metabolism	10	24	240	7.8221780217636e-06	2.23455909653003e-07
[Ruminococcus]	NoAbx32	00561 Glycerolipid metabolism	10	18	180	5.16349573606934e-06	1.67591932239753e-07
[Ruminococcus]	NoAbx34	00561 Glycerolipid metabolism	10	12	120	2.94763989375851e-06	1.11727954826502e-07
[Ruminococcus]	NoAbx35	00561 Glycerolipid metabolism	10	54	540	1.3704544370136e-05	5.02775796719258e-07
