Category	SuperPathway	SubPathway	Gene	KOAnnot
Metabolism	Nucleotide metabolism	Purine_metabolism	K13479	ygeT, xdhB; xanthine dehydrogenase FAD-binding subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K13480	ygeU, xdhC; xanthine dehydrogenase iron-sulfur-binding subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K13481	xdhA; xanthine dehydrogenase small subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K13482	xdhB; xanthine dehydrogenase large subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
Metabolism	Nucleotide metabolism	Purine_metabolism	K13484	TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
Metabolism	Nucleotide metabolism	Purine_metabolism	K13485	PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
Environmental Information Processing	Signal transduction	Two-component_system	K13486	wspC; chemotaxis protein methyltransferase WspC
Environmental Information Processing	Signal transduction	Two-component_system	K13487	wspA; methyl-accepting chemotaxis protein WspA
Environmental Information Processing	Signal transduction	Two-component_system	K13488	wspB; chemotaxis-related protein WspB
Environmental Information Processing	Signal transduction	Two-component_system	K13489	wspD; chemotaxis-related protein WspD
Environmental Information Processing	Signal transduction	Two-component_system	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE
Environmental Information Processing	Signal transduction	Two-component_system	K13491	wspF; two-component system, chemotaxis family, response regulator WspF
Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	K13492	ZOG1; zeatin O-glucosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	K13493	UGT76C1_2; cytokinin-N-glucosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	K13494	ZOX1; zeatin O-xylosyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	K13495	CISZOG; cis-zeatin O-glucosyltransferase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13497	trpGD; anthranilate synthase/phosphoribosyltransferase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13498	trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase
Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan_biosynthesis_-_chondroitin_sulfate___dermatan_sulfate	K13499	CHSY; chondroitin sulfate synthase
Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan_biosynthesis_-_chondroitin_sulfate___dermatan_sulfate	K13500	fcbD; chondroitin synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13501	TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase
Genetic Information Processing	Folding, sorting and degradation	SNARE_interactions_in_vesicular_transport	K13502	STX4; syntaxin 4
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13503	trpEG; anthranilate synthase
Genetic Information Processing	Folding, sorting and degradation	SNARE_interactions_in_vesicular_transport	K13504	VAMP2; vesicle-associated membrane protein 2
Genetic Information Processing	Folding, sorting and degradation	SNARE_interactions_in_vesicular_transport	K13505	VAMP3; vesicle-associated membrane protein 3
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13506	GPAT3_4, AGPAT9, AGPAT6; glycerol-3-phosphate O-acyltransferase 3/4
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13507	GAT; glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13508	GPAT; glycerol-3-phosphate acyltransferase
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13509	AGPAT1_2; lysophosphatidate acyltransferase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13510	LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13511	TAZ; monolysocardiolipin acyltransferase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13512	LPCAT4, AGPAT7; lysophospholipid acyltransferase
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13513	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13514	LPGAT1; lysophosphatidylglycerol acyltransferase 1
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13515	LPCAT3, MBOAT5; lysophospholipid acyltransferase 5
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13516	MBOAT7; lysophospholipid acyltransferase 7
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13517	MBOAT1_2; lysophospholipid acyltransferase 1/2
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13519	LPT1, ALE1; lysophospholipid acyltransferase
Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	K13522	K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13523	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase
Metabolism	Carbohydrate metabolism	Propanoate_metabolism	K13524	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13525	VCP, CDC48; transitional endoplasmic reticulum ATPase
Genetic Information Processing	Folding, sorting and degradation	Proteasome	K13527	mpa; proteasome-associated ATPase
Genetic Information Processing	Replication and repair	Base_excision_repair	K13529	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II
Environmental Information Processing	Signal transduction	Two-component_system	K13532	kinD; two-component system, sporulation sensor kinase D
Environmental Information Processing	Signal transduction	Two-component_system	K13533	kinE; two-component system, sporulation sensor kinase E
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13534	PNPLA3; patatin-like phospholipase domain-containing protein 3
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13535	CLD1; cardiolipin-specific phospholipase
Organismal Systems	Immune system	Fc_gamma_R-mediated_phagocytosis	K13536	MARCKSL1, MRP; MARCKS-related protein
Human Diseases	Infectious diseases	Leishmaniasis	K13537	CPB; cysteine peptidase B
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13540	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13542	cobA-hemD; uroporphyrinogen III methyltransferase / synthase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13543	hemDX; uroporphyrinogen III methyltransferase / synthase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13544	PPD, MES16; pheophorbidase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13545	ACD2; red chlorophyll catabolite reductase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13546	btrC, neoC, kanC; 2-deoxy-scyllo-inosose synthase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13547	btrR, neoB, kanB; L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13548	neoA, kanK; 2-deoxy-scyllo-inosamine dehydrogenase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13549	btrN; 2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent)
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13550	btrM, neoD, kanF; 2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13551	btrD; 2'-N-acetylparomamine deacetylase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13552	btrQ, neoG, kanI; paromamine 6'-oxidase / 6'''-hydroxyneomycin C oxidase / 2'-deamino-2'-hydroxyparomamine 6'-oxidase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13553	btrB, neoN, kacL; neamine transaminase / 2'-deamino-2'-hydroxyneamine transaminase / neomycin C transaminase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13554	btrL, neoM; neamine phosphoribosyltransferase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13555	btrP, neoI; 5''-phosphoribostamycin phosphatase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13556	neoK; UDP-N-acetyl-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13558	btrI; acyl carrier protein BtrI
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13559	btrJ; [BtrI acyl-carrier protein]--L-glutamate ligase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13560	btrK; L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13561	btrO; 4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13562	btrV; NAD(P)H:FMN oxidoreductase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13563	btrH; ribostamycin:4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoyl-[BtrI acyl-carrier protein] 4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoate transferase
Metabolism	Biosynthesis of other secondary metabolites	Butirosin_and_neomycin_biosynthesis	K13564	btrG; gamma-L-glutamyl-butirosin B gamma-L-glutamyl cyclotransferase
Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	K13565	LEPGT; 4-hydroxybenzoate geranyltransferase
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K13566	NIT2; omega-amidase
Environmental Information Processing	Signal transduction	TGF-beta_signaling_pathway	K13567	ACVR1B, ALK4; activin receptor type-1B
Cellular Processes	Cellular commiunity	Signaling_pathways_regulating_pluripotency_of_stem_cells	K13568	ACVR1C, ALK7; activin receptor type-1C
Organismal Systems	Digestive system	Pancreatic_secretion	K13575	SLC4A4, NBC1; solute carrier family 4 (sodium bicarbonate cotransporter), member 4
Organismal Systems	Excretory system	Proximal_tubule_bicarbonate_reclamation	K13576	SLC38A3, SNAT3; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 3
Organismal Systems	Excretory system	Proximal_tubule_bicarbonate_reclamation	K13577	SLC25A10, DIC; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10
Environmental Information Processing	Signal transduction	TGF-beta_signaling_pathway	K13578	BMPR1B, ALK6; bone morphogenetic protein receptor type-1B
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13581	ccrM; modification methylase
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13582	podJ; localization factor PodJL
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13583	gcrA; GcrA cell cycle regulator
Environmental Information Processing	Signal transduction	Two-component_system	K13584	ctrA; two-component system, cell cycle response regulator CtrA
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13585	hfaA; holdfast attachment protein HfaA
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13586	hfaB; holdfast attachment protein HfaB
Environmental Information Processing	Signal transduction	Two-component_system	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA
Environmental Information Processing	Signal transduction	Two-component_system	K13588	chpT; histidine phosphotransferase ChpT
Environmental Information Processing	Signal transduction	Two-component_system	K13589	cpdR; two-component system, cell cycle response regulator CpdR
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13590	dgcB; diguanylate cyclase
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13591	popA; two-component system, cell cycle response regulator PopA
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13592	rcdA; regulator of CtrA degradation
Cellular Processes	Cell growth and death	Cell_cycle_-_Caulobacter	K13593	tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF
Environmental Information Processing	Signal transduction	TGF-beta_signaling_pathway	K13596	ACVR2B; activin receptor type-2B
Environmental Information Processing	Signal transduction	Two-component_system	K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY
Environmental Information Processing	Signal transduction	Two-component_system	K13599	ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13600	CAO; chlorophyllide a oxygenase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13601	bchQ; bacteriochlorophyll C8 methyltransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13602	bchR; bacteriochlorophyll C12 methyltransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13603	bchV; 3-vinyl bacteriochlorophyllide hydratase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13604	bchU; bacteriochlorophyll C20 methyltransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13605	bchK; bacteriochlorophyll c synthase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13606	NOL, NYC1; chlorophyll(ide) b reductase
Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	K13607	fldA; cinnamoyl-CoA:phenyllactate CoA-transferase
Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	K13608	SNO; senecionine N-oxygenase
Metabolism	Amino acid metabolism	Lysine_degradation	K13609	dpkA; delta1-piperideine-2-carboxylate reductase
Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	K13610	HMT; 13-hydroxylupinine O-tigloyltransferase
Environmental Information Processing	Signal transduction	Ras_signaling_pathway	K13618	PLA1A; phospholipase A1 member A
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13621	BTA1; betaine lipid synthase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13622	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13624	CP; ceruloplasmin
Organismal Systems	Digestive system	Mineral_absorption	K13625	FTL; ferritin light chain
Organismal Systems	Excretory system	Collecting_duct_acid_secretion	K13627	SLC12A7, KCC4; solute carrier family 12 (potassium/chloride transporter), member 7
Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	K13632	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator
Metabolism	Lipid metabolism	Glycerophospholipid_metabolism	K13644	CEPT1; choline/ethanolamine phosphotransferase
Metabolism	Amino acid metabolism	Lysine_degradation	K13645	PLOD2; procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
Metabolism	Amino acid metabolism	Lysine_degradation	K13646	PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase
Metabolism	Amino acid metabolism	Lysine_degradation	K13647	PLODN; procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate
Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	K13648	GAUT; alpha-1,4-galacturonosyltransferase
Cellular Processes	Transport and catabolism	Endocytosis	K13649	FOLR; folate receptor
Metabolism	Glycan biosynthesis and metabolism	Other_types_of_O-glycan_biosynthesis	K13667	RUMI, KTELC1; protein glucosyltransferase
Metabolism	Glycan biosynthesis and metabolism	Other_types_of_O-glycan_biosynthesis	K13675	B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase
Metabolism	Glycan biosynthesis and metabolism	Other_types_of_O-glycan_biosynthesis	K13676	GXYLT; UDP-xylose:glucoside alpha-1,3-xylosyltransferase
Metabolism	Lipid metabolism	Glycerolipid_metabolism	K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase
Organismal Systems	Nervous system	Retrograde_endocannabinoid_signaling	K13700	ABHD6; abhydrolase domain-containing protein 6
Cellular Processes	Cell motility	Regulation_of_actin_cytoskeleton	K13708	DOCK1; dedicator of cytokinesis protein 1
Cellular Processes	Cellular commiunity	Focal_adhesion	K13709	ARHGAP5; Rho GTPase-activating protein 5
Cellular Processes	Cell motility	Regulation_of_actin_cytoskeleton	K13710	ARHGEF7, PIXB; Rho guanine nucleotide exchange factor 7
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K13711	PI4K2; phosphatidylinositol 4-kinase type 2
Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	K13712	PIP5KL1; phosphatidylinositol-4-phosphate 5-kinase-like protein 1
Metabolism	Nucleotide metabolism	Purine_metabolism	K13713	purCD; fusion protein PurCD
Genetic Information Processing	Folding, sorting and degradation	Protein_processing_in_endoplasmic_reticulum	K13719	OTU1, YOD1; ubiquitin thioesterase OTU1
Cellular Processes	Cell growth and death	Cell_cycle	K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B
Human Diseases	Infectious diseases	Chagas_disease_American_trypanosomiasis	K13729	TCAC2, TC52; thiol-dependent reductase 1
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13730	inlA; internalin A
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13731	inlB; internalin B
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13732	fnbA; fibronectin-binding protein A
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13733	fnbB; fibronectin-binding protein B
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13734	sfb1; fibronectin-binding protein 1
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13735	yeeJ; adhesin/invasin
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13736	ARHGAP10; Rho GTPase-activating protein 10
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13737	SEPT1; septin 1
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13738	CD2AP; CD2-associated protein
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13739	sopD; secreted effector protein SopD
Human Diseases	Infectious diseases	Salmonella_infection	K13740	sptP; secreted effector protein SptP
Human Diseases	Infectious diseases	Salmonella_infection	K13741	sopE; guanine nucleotide exchange factor SopE
Human Diseases	Infectious diseases	Shigellosis	K13742	ipgB1; protein IpgB1
Human Diseases	Infectious diseases	Shigellosis	K13743	ipgB2; protein IpgB2
Human Diseases	Infectious diseases	Bacterial_invasion_of_epithelial_cells	K13744	SGEF; SH3 domain-containing guanine exchange factor
Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	K13745	ddc; L-2,4-diaminobutyrate decarboxylase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K13746	cansdh; carboxynorspermidine synthase
Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	K13747	nspC; carboxynorspermidine decarboxylase
Metabolism	Glycan biosynthesis and metabolism	N-Glycan_biosynthesis	K13748	MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C
Organismal Systems	Sensory system	Phototransduction	K13749	SLC24A1, NCKX1; solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
Metabolism	Nucleotide metabolism	Purine_metabolism	K13755	PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase
Metabolism	Nucleotide metabolism	Purine_metabolism	K13756	PDE6B; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta
Metabolism	Nucleotide metabolism	Purine_metabolism	K13757	PDE6C; cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'
Metabolism	Nucleotide metabolism	Purine_metabolism	K13758	PDE6D; retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
Metabolism	Nucleotide metabolism	Purine_metabolism	K13759	PDE6G; retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
Metabolism	Nucleotide metabolism	Purine_metabolism	K13760	PDE6H; retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
Metabolism	Nucleotide metabolism	Purine_metabolism	K13761	PDE9; high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9
Metabolism	Nucleotide metabolism	Purine_metabolism	K13762	PDE5; cGMP-specific 3',5'-cyclic phosphodiesterase
Metabolism	Nucleotide metabolism	Purine_metabolism	K13763	PDE6N; cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate
Organismal Systems	Sensory system	Phototransduction	K13764	RCVRN; recoverin
Organismal Systems	Sensory system	Phototransduction	K13765	RGS9; regulator of G-protein signaling 9
Metabolism	Amino acid metabolism	Valine_leucine_and_isoleucine_degradation	K13766	liuC; methylglutaconyl-CoA hydratase
Metabolism	Lipid metabolism	Fatty_acid_degradation	K13767	ysiB, fadB; enoyl-CoA hydratase
Organismal Systems	Digestive system	Gastric_acid_secretion	K13768	GAST; gastrin
Human Diseases	Cancers	Proteoglycans_in_cancer	K13769	IGF2; insulin-like growth factor 2
Human Diseases	Infectious diseases	Salmonella_infection	K13771	nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
Cellular Processes	Cell growth and death	p53_signaling_pathway	K13773	TP53AIP1; p53-regulated apoptosis-inducing protein 1
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13774	atuB; citronellol/citronellal dehydrogenase
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13775	atuG; citronellol/citronellal dehydrogenase
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13776	atuH; citronellyl-CoA synthetase
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13777	atuF; geranyl-CoA carboxylase alpha subunit
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13778	atuC; geranyl-CoA carboxylase beta subunit
Metabolism	Metabolism of terpenoids and polyketides	Geraniol_degradation	K13779	atuE; isohexenylglutaconyl-CoA hydratase
Human Diseases	Cancers	Central_carbon_metabolism_in_cancer	K13780	SLC7A5, LAT1; solute carrier family 7 (L-type amino acid transporter), member 5
Organismal Systems	Digestive system	Protein_digestion_and_absorption	K13781	SLC7A8, LAT2; solute carrier family 7 (L-type amino acid transporter), member 8
Human Diseases	Infectious diseases	Epstein-Barr_virus_infection	K13784	PTMA; prothymosin alpha
Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	K13786	cobR; cob(II)yrinic acid a,c-diamide reductase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K13787	idsA; geranylgeranyl diphosphate synthase, type I
Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	K13788	pta; phosphate acetyltransferase
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	K13789	GGPS; geranylgeranyl diphosphate synthase, type II
Human Diseases	Infectious diseases	Shigellosis	K13790	icsB, bopA; virulence protein IcsB
Human Diseases	Infectious diseases	Shigellosis	K13791	ipaH9.8; invasion plasmid antigen
Human Diseases	Infectious diseases	Shigellosis	K13792	ospG; secreted effector OspG
Human Diseases	Infectious diseases	Shigellosis	K13793	ospE, espO; secreted effector OspE
Metabolism	Nucleotide metabolism	Purine_metabolism	K13797	rpoBC; DNA-directed RNA polymerase subunit beta-beta'
Metabolism	Nucleotide metabolism	Purine_metabolism	K13798	K13798, rpoB; DNA-directed RNA polymerase subunit B
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K13799	panC-cmk; pantoate ligase / cytidylate kinase
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K13800	CMPK1, UMPK; UMP-CMP kinase
Organismal Systems	Sensory system	Phototransduction_-_fly	K13802	NINAE, Rh1; opsin Rh1
Organismal Systems	Sensory system	Phototransduction_-_fly	K13803	TRPL; transient-receptor-potential-like protein
Organismal Systems	Sensory system	Phototransduction_-_fly	K13804	INAD; inactivation no afterpotential D protein
Organismal Systems	Sensory system	Phototransduction_-_fly	K13805	ARR2; arrestin-2
Organismal Systems	Nervous system	Retrograde_endocannabinoid_signaling	K13806	DAGL; sn1-specific diacylglycerol lipase
Organismal Systems	Sensory system	Phototransduction_-_fly	K13807	PPEF, PPP7C; serine/threonine-protein phosphatase with EF-hands
Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	K13809	CMPK2; UMP-CMP kinase 2, mitochondrial
Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase
Metabolism	Energy metabolism	Sulfur_metabolism	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K13812	fae-hps; bifunctional enzyme Fae/Hps
Cellular Processes	Transport and catabolism	Phagosome	K13813	STX12, STX13; syntaxin 12/13
Environmental Information Processing	Signal transduction	Two-component_system	K13815	rpfG; two-component system, response regulator RpfG
Environmental Information Processing	Signal transduction	Two-component_system	K13816	rpfF; DSF synthase
Cellular Processes	Cell motility	Flagellar_assembly	K13820	fliR-flhB; flagellar biosynthetic protein FliR/FlhB
Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase
Human Diseases	Infectious diseases	Malaria	K13822	HBA; hemoglobin subunit alpha
Human Diseases	Infectious diseases	Malaria	K13823	HBB; hemoglobin subunit beta
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13830	ARO1; pentafunctional AROM polypeptide
Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	K13831	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase
